match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
Team Undying vs NoPing e-sports,1.20-4.70,2.13-1.66,-,23 Августа 03:00 2021,BTS Pro Series Season 7: Americas,NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']","['Beastmaster', 'Lycan', 'Sand King', 'Morphling', 'Shadow Demon', 'Wraith King', 'Faceless Void']","['Omniknight', 'Nyx Assassin', 'Tiny', 'Medusa', 'Ember Spirit', 'Kunkka', 'Invoker']","['Templar Assassin', 'Batrider', 'Mars', 'Keeper of the Light', 'Abaddon']","['Slark', 'Void Spirit', 'Dark Seer', 'Mirana', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",37 : 38
4 Zoomers vs NoPing e-sports,1.75-2.10,5.00-1.15,-,22 Августа 23:10 2021,BTS Pro Series Season 7: Americas,NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",4 Zoomers,"['EternaLEnVy', 'Gunnar', 'Moo', 'Zfreek', 'Husky']","['Keeper of the Light', 'Pangolier', 'Sven', 'Luna', 'Bloodseeker', 'Ember Spirit', 'Leshrac']","['Viper', 'Tiny', 'Gyrocopter', 'Phantom Lancer', 'Tidehunter', 'Invoker', 'Kunkka']","['Naga Siren', 'Bristleback', 'Timbersaw', 'Nyx Assassin', 'Winter Wyvern']","['Slark', 'Void Spirit', 'Beastmaster', 'Skywrath Mage', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",20 : 53
4 Zoomers vs NoPing e-sports,1.75-2.10,5.00-1.15,-,22 Августа 23:10 2021,BTS Pro Series Season 7: Americas,4 Zoomers,"['EternaLEnVy', 'Gunnar', 'Moo', 'Zfreek', 'Husky']",NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']","['Viper', 'Tiny', 'Lycan', 'Ursa', 'Sven', 'Leshrac', 'Batrider']","['Keeper of the Light', 'Pangolier', 'Beastmaster', 'Rubick', 'Luna', 'Razor', 'Slark']","['Monkey King', 'Void Spirit', 'Dark Seer', 'Tidehunter', 'Disruptor']","['Medusa', 'Mars', 'Legion Commander', 'Nyx Assassin', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",15 : 30
4 Zoomers vs NoPing e-sports,1.75-2.10,5.00-1.15,-,22 Августа 23:10 2021,BTS Pro Series Season 7: Americas,4 Zoomers,"['EternaLEnVy', 'Gunnar', 'Moo', 'Zfreek', 'Husky']",NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']","['Omniknight', 'Tiny', 'Phantom Lancer', 'Gyrocopter', 'Medusa', 'Timbersaw', 'Legion Commander']","['Keeper of the Light', 'Pangolier', 'Abaddon', 'Batrider', 'Kunkka', 'Terrorblade', 'Sven']","['Bloodseeker', 'Ember Spirit', 'Beastmaster', 'Hoodwink', 'Brewmaster']","['Luna', 'Mars', 'Tidehunter', 'Io', 'Viper']",,"<span class=""team__title-label"">Победа</span>",10 : 27
Team Liquid vs beastcoast,2.63-1.50,3.05(1.87)4.00,-,22 Августа 21:40 2021,ESL One Fall 2021,beastcoast,"['StingerR', 'K1', 'Chris Luck', 'Wisper', 'Scofield']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Lone Druid', 'Beastmaster', 'Slardar', 'Sand King', 'Slark', 'Faceless Void', 'Bristleback']","['Earth Spirit', 'Keeper of the Light', 'Timbersaw', 'Naga Siren', 'Phantom Lancer', 'Leshrac', 'Tidehunter']","['Omniknight', 'Sven', 'Void Spirit', 'Tinker', 'Earthshaker']","['Tiny', 'Visage', 'Lycan', 'Lina', 'Rubick']","<span class=""team__title-label"">Победа</span>",,21 : 27
Team Liquid vs beastcoast,2.63-1.50,3.05(1.87)4.00,-,22 Августа 21:40 2021,ESL One Fall 2021,Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']",beastcoast,"['K1', 'StingerR', 'Chris Luck', 'Wisper', 'Scofield']","['Earthshaker', 'Nyx Assassin', 'Sand King', 'Slark', 'Anti-Mage', 'Storm Spirit', 'Queen of Pain']","['Lone Druid', 'Keeper of the Light', 'Chen', 'Weaver', 'Timbersaw', 'Beastmaster', 'Venomancer']","['Sven', 'Void Spirit', 'Pugna', 'Earth Spirit', 'Omniknight']","['Faceless Void', 'Witch Doctor', 'Underlord', 'Puck', 'Tusk']","<span class=""team__title-label"">Победа</span>",,43 : 18
PSG.LGD vs Team Empire,1.56-2.44,1.50(2.70)13.00,-,22 Августа 21:30 2021,ESL One Fall 2021,Team Empire,"['Smiling Knight', 'depressed kid', 'Shachlo', 'sayuw', 'VANSKOR']",PSG.LGD,"['xiao8', 'Ame', 'Faith_bian', 'XinQ', 'y`']","['Pangolier', 'Omniknight', 'Phoenix', 'Winter Wyvern', 'Gyrocopter', 'Sven', 'Medusa']","['Chen', 'Keeper of the Light', 'Nyx Assassin', 'Mars', 'Tidehunter', 'Kunkka', 'Sand King']","['Slark', 'Lina', 'Lycan', 'Earthshaker', 'Disruptor']","['Batrider', 'Clinkz', 'Axe', 'Dark Willow', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",27 : 40
PSG.LGD vs Team Empire,1.56-2.44,1.50(2.70)13.00,-,22 Августа 21:30 2021,ESL One Fall 2021,PSG.LGD,"['xiao8', 'Ame', 'Faith_bian', 'XinQ', 'y`']",Team Empire,"['Smiling Knight', 'depressed kid', 'Shachlo', 'sayuw', 'VANSKOR']","['Chen', 'Lina', 'Batrider', 'Clockwerk', 'Sand King', 'Dark Seer', 'Brewmaster']","['Pangolier', 'Keeper of the Light', 'Phoenix', 'Dark Willow', 'Puck', 'Axe', 'Leshrac']","['Doom', 'Templar Assassin', 'Dragon Knight', 'Grimstroke', 'Mars']","['Phantom Lancer', 'Invoker', 'Beastmaster', 'Nyx Assassin', 'Hoodwink']",,"<span class=""team__title-label"">Победа</span>",11 : 30
Team Spirit vs Tundra Esports,1.42-2.90,3.40(1.90)3.40,-,22 Августа 19:20 2021,ESL One Fall 2021,Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']","['Lycan', 'Keeper of the Light', 'Ancient Apparition', 'Beastmaster', 'Slark', 'Enigma', 'Nyx Assassin']","['Magnus', 'Chen', 'Dark Willow', 'Spirit Breaker', 'Sand King', 'Queen of Pain', 'Puck']","['Morphling', 'Leshrac', 'Mars', 'Lion', 'Omniknight']","['Gyrocopter', 'Faceless Void', 'Batrider', 'Visage', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",18 : 33
Team Spirit vs Tundra Esports,1.42-2.90,3.40(1.90)3.40,-,22 Августа 19:20 2021,ESL One Fall 2021,Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Magnus', 'Chen', 'Enchantress', 'Phantom Assassin', 'Weaver', 'Slark', 'Alchemist']","['Lycan', 'Keeper of the Light', 'Gyrocopter', 'Batrider', 'Earth Spirit', 'Lifestealer', 'Terrorblade']","['Pangolier', 'Sven', 'Void Spirit', 'Beastmaster', 'Lion']","['Medusa', 'Kunkka', 'Axe', 'Windranger', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,26 : 5
T1 vs Thunder Predator,2.03-1.73,2.15(2.20)5.25,-,22 Августа 19:11 2021,ESL One Fall 2021,Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']",T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Magnus', 'Pangolier', 'Juggernaut', 'Kunkka', 'Dragon Knight', 'Viper', 'Invoker']","['Tidehunter', 'Batrider', 'Nyx Assassin', 'Medusa', 'Puck', 'Templar Assassin', 'Storm Spirit']","['Wraith King', 'Mars', 'Axe', 'Rubick', 'Phoenix']","['Faceless Void', 'Keeper of the Light', 'Beastmaster', 'Snapfire', 'Lion']",,"<span class=""team__title-label"">Победа</span>",13 : 30
T1 vs Thunder Predator,2.03-1.73,2.15(2.20)5.25,-,22 Августа 19:11 2021,ESL One Fall 2021,Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']",T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Magnus', 'Pangolier', 'Keeper of the Light', 'Beastmaster', 'Lycan', 'Viper', 'Venomancer']","['Tidehunter', 'Batrider', 'Puck', 'Nyx Assassin', 'Medusa', 'Slardar', 'Legion Commander']","['Gyrocopter', 'Templar Assassin', 'Mars', 'Rubick', 'Phoenix']","['Riki', 'Doom', 'Dark Seer', 'Snapfire', 'Lion']",,"<span class=""team__title-label"">Победа</span>",9 : 30
Alliance vs SG e-sports,1.85-1.98,1.85(2.65)5.25,-,22 Августа 16:40 2021,ESL One Fall 2021,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']","['Keeper of the Light', 'Pangolier', 'Monkey King', 'Slark', 'Ursa', 'Troll Warlord', 'Riki']","['Io', 'Timbersaw', 'Lina', 'Invoker', 'Broodmother', 'Batrider', 'Storm Spirit']","['Sven', 'Puck', 'Lycan', 'Phoenix', 'Omniknight']","['Gyrocopter', 'Razor', 'Venomancer', 'Earthshaker', 'Chen']","<span class=""team__title-label"">Победа</span>",,18 : 3
Alliance vs SG e-sports,1.85-1.98,1.85(2.65)5.25,-,22 Августа 16:40 2021,ESL One Fall 2021,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']","['Keeper of the Light', 'Pangolier', 'Morphling', 'Ursa', 'Slark', 'Faceless Void', 'Juggernaut']","['Io', 'Omniknight', 'Chen', 'Enchantress', 'Phantom Lancer', 'Terrorblade', 'Timbersaw']","['Medusa', 'Invoker', 'Magnus', 'Phoenix', 'Lion']","['Sven', 'Sand King', 'Beastmaster', 'Lina', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",20 : 22
PSG.LGD vs beastcoast,1.44-2.83,1.45(3.05)10.00,-,22 Августа 16:30 2021,ESL One Fall 2021,PSG.LGD,"['xiao8', 'Ame', 'Faith_bian', 'XinQ', 'y`']",beastcoast,"['K1', 'StingerR', 'Chris Luck', 'Wisper', 'Scofield']","['Slark', 'Chaos Knight', 'Abaddon', 'Wraith King', 'Phantom Lancer', 'Lina', 'Viper']","['Keeper of the Light', 'Beastmaster', 'Pangolier', 'Bloodseeker', 'Anti-Mage', 'Timbersaw', 'Leshrac']","['Batrider', 'Gyrocopter', 'Night Stalker', 'Silencer', 'Faceless Void']","['Naga Siren', 'Witch Doctor', 'Queen of Pain', 'Sand King', 'Earth Spirit']",,"<span class=""team__title-label"">Победа</span>",42 : 36
PSG.LGD vs beastcoast,1.44-2.83,1.45(3.05)10.00,-,22 Августа 16:30 2021,ESL One Fall 2021,beastcoast,"['StingerR', 'K1', 'Chris Luck', 'Wisper', 'Scofield']",PSG.LGD,"['xiao8', 'Ame', 'Faith_bian', 'XinQ', 'y`']","['Pangolier', 'Omniknight', 'Sand King', 'Leshrac', 'Timbersaw', 'Tidehunter', 'Magnus']","['Earth Spirit', 'Bloodseeker', 'Axe', 'Beastmaster', 'Templar Assassin', 'Enigma', 'Viper']","['Silencer', 'Phantom Lancer', 'Void Spirit', 'Keeper of the Light', 'Earthshaker']","['Puck', 'Slark', 'Lycan', 'Phoenix', 'Nyx Assassin']","<span class=""team__title-label"">Победа</span>",,38 : 35
Virtus.pro vs Thunder Predator,1.42-2.92,1.37(3.35)12.00,-,22 Августа 14:00 2021,ESL One Fall 2021,Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']","['Omniknight', 'Tidehunter', 'Morphling', 'Gyrocopter', 'Medusa', 'Leshrac', 'Puck']","['Winter Wyvern', 'Monkey King', 'Juggernaut', 'Faceless Void', 'Invoker', 'Dark Seer', 'Ember Spirit']","['Phantom Lancer', 'Viper', 'Magnus', 'Lina', 'Phoenix']","['Terrorblade', 'Void Spirit', 'Mars', 'Dark Willow', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,25 : 9
Virtus.pro vs Thunder Predator,1.42-2.92,1.37(3.35)12.00,-,22 Августа 14:00 2021,ESL One Fall 2021,Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']","['Batrider', 'Tidehunter', 'Phantom Lancer', 'Drow Ranger', 'Morphling', 'Leshrac', 'Kunkka']","['Winter Wyvern', 'Omniknight', 'Invoker', 'Abaddon', 'Lion', 'Void Spirit', 'Puck']","['Terrorblade', 'Ember Spirit', 'Beastmaster', 'Shadow Demon', 'Phoenix']","['Weaver', 'Storm Spirit', 'Mars', 'Lina', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,25 : 8
T1 vs Creepwave,1.70-2.18,1.77(2.45)7.20,-,22 Августа 14:00 2021,ESL One Fall 2021,Creepwave,"['ATF', '---', 'Fishman', 'Crystallis', 'Chuvash']",T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Beastmaster', 'Nyx Assassin', 'Templar Assassin', 'Ember Spirit', 'Slark', 'Kunkka', 'Tidehunter']","['Invoker', 'Monkey King', 'Bloodseeker', 'Razor', 'Puck', 'Mars', 'Brewmaster']","['Dragon Knight', 'Void Spirit', 'Keeper of the Light', 'Sven', 'Dark Willow']","['Medusa', 'Lina', 'Legion Commander', 'Pangolier', 'Lion']",,"<span class=""team__title-label"">Победа</span>",13 : 20
T1 vs Creepwave,1.70-2.18,1.77(2.45)7.20,-,22 Августа 14:00 2021,ESL One Fall 2021,Creepwave,"['Fishman', 'ATF', '---', 'Crystallis', 'Chuvash']",T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Beastmaster', 'Templar Assassin', 'Rubick', 'Lion', 'Batrider', 'Night Stalker', 'Pugna']","['Invoker', 'Monkey King', 'Terrorblade', 'Slark', 'Mars', 'Viper', 'Puck']","['Bane', 'Timbersaw', 'Kunkka', 'Drow Ranger', 'Earthshaker']","['Medusa', 'Leshrac', ""Nature's Prophet"", 'Pangolier', 'Nyx Assassin']",,"<span class=""team__title-label"">Победа</span>",41 : 35
Invictus Gaming vs Elephant,2.30-1.63,2.62-1.45,-,22 Августа 13:37 2021,i-League 2021 Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']","['Tidehunter', 'Dragon Knight', 'Anti-Mage', 'Monkey King', 'Rubick', 'Timbersaw', 'Doom']","['Nyx Assassin', 'Templar Assassin', 'Clockwerk', 'Slark', 'Beastmaster', 'Morphling', 'Ursa']","['Gyrocopter', 'Storm Spirit', 'Mars', 'Lion', 'Omniknight']","['Lifestealer', 'Lina', 'Night Stalker', 'Earthshaker', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",14 : 30
Invictus Gaming vs Elephant,2.30-1.63,2.62-1.45,-,22 Августа 13:37 2021,i-League 2021 Season 2,Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Chen', 'Omniknight', 'Ursa', 'Monkey King', 'Slark', 'Troll Warlord', 'Razor']","['Nyx Assassin', 'Lina', 'Templar Assassin', 'Puck', 'Anti-Mage', 'Medusa', 'Bloodseeker']","['Luna', 'Queen of Pain', 'Tidehunter', 'Hoodwink', 'Ogre Magi']","['Drow Ranger', 'Storm Spirit', 'Timbersaw', 'Tusk', 'Silencer']","<span class=""team__title-label"">Победа</span>",,33 : 36
Vici Gaming vs Team MagMa,1.28-3.79,1.02-11.00,-,22 Августа 11:07 2021,i-League 2021 Season 2,Team MagMa,"['白也', 'Dust', 'Tzy', 'mianmian', 'Kazz']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Omniknight', 'Earthshaker', 'Ursa', 'Batrider', 'Broodmother', 'Arc Warden', 'Monkey King']","['Lina', 'Nyx Assassin', 'Razor', 'Terrorblade', 'Leshrac', 'Death Prophet', 'Ember Spirit']","['Invoker', 'Medusa', 'Timbersaw', 'Lion', 'Abaddon']","['Pangolier', 'Templar Assassin', 'Dragon Knight', 'Keeper of the Light', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",12 : 18
Vici Gaming vs Team MagMa,1.28-3.79,1.02-11.00,-,22 Августа 11:07 2021,i-League 2021 Season 2,Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']",Team MagMa,"['白也', 'Dust', 'Tzy', 'mianmian', 'Kazz']","['Omniknight', 'Abaddon', 'Storm Spirit', 'Morphling', 'Invoker', 'Void Spirit', 'Leshrac']","['Nyx Assassin', 'Lina', 'Dragon Knight', 'Ogre Magi', 'Batrider', 'Puck', 'Outworld Destroyer']","['Monkey King', 'Queen of Pain', 'Sand King', 'Keeper of the Light', 'Disruptor']","['Templar Assassin', 'Razor', 'Timbersaw', 'Lion', 'Bounty Hunter']","<span class=""team__title-label"">Победа</span>",,32 : 9
Infamous Gaming vs NoPing e-sports,2.36-1.61,8.50-1.05,-,22 Августа 01:40 2021,BTS Pro Series Season 7: Americas,Infamous Gaming,"['Lumière', 'Alone', 'Sacred', 'Michael', 'Accel']",NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']","['Batrider', 'Mars', 'Sven', 'Troll Warlord', 'Monkey King', 'Lina', 'Mirana']","['Nyx Assassin', 'Keeper of the Light', 'Omniknight', 'Terrorblade', 'Medusa', 'Invoker', 'Kunkka']","['Luna', 'Pangolier', 'Lycan', 'Tinker', 'Undying']","['Gyrocopter', 'Tiny', 'Tidehunter', 'Io', 'Viper']",,"<span class=""team__title-label"">Победа</span>",16 : 30
Infamous Gaming vs NoPing e-sports,2.36-1.61,8.50-1.05,-,22 Августа 01:40 2021,BTS Pro Series Season 7: Americas,NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",Infamous Gaming,"['Lumière', 'Alone', 'Sacred', 'Michael', 'Accel']","['Keeper of the Light', 'Omniknight', 'Beastmaster', 'Monkey King', 'Terrorblade', 'Faceless Void', 'Ursa']","['Viper', 'Batrider', 'Abaddon', 'Timbersaw', 'Medusa', 'Ember Spirit', 'Bristleback']","['Sven', 'Kunkka', 'Mars', 'Nyx Assassin', 'Disruptor']","['Tiny', 'Templar Assassin', 'Sand King', 'Hoodwink', 'Gyrocopter']","<span class=""team__title-label"">Победа</span>",,37 : 35
Team Undying vs 4 Zoomers,1.31-3.29,1.06-8.00,-,21 Августа 23:20 2021,BTS Pro Series Season 7: Americas,4 Zoomers,"['EternaLEnVy', 'Gunnar', 'Moo', 'Zfreek', 'Husky']",Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']","['Lycan', 'Clinkz', 'Monkey King', 'Slark', 'Ursa', 'Tiny', 'Kunkka']","['Keeper of the Light', 'Chen', 'Gyrocopter', 'Troll Warlord', 'Phantom Assassin', 'Grimstroke', 'Broodmother']","['Sven', 'Pangolier', 'Tidehunter', 'Skywrath Mage', 'Lich']","['Razor', 'Morphling', 'Beastmaster', 'Rubick', 'Bane']",,"<span class=""team__title-label"">Победа</span>",20 : 30
Team Undying vs 4 Zoomers,1.31-3.29,1.06-8.00,-,21 Августа 23:20 2021,BTS Pro Series Season 7: Americas,Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']",4 Zoomers,"['EternaLEnVy', 'Gunnar', 'Moo', 'Zfreek', 'Husky']","['Keeper of the Light', 'Pangolier', 'Spectre', 'Tidehunter', 'Sven', 'Juggernaut', 'Ursa']","['Beastmaster', 'Lycan', 'Tusk', 'Nyx Assassin', 'Rubick', 'Slark', 'Faceless Void']","['Weaver', 'Tinker', 'Mars', 'Grimstroke', 'Chen']","['Bloodseeker', 'Batrider', 'Leshrac', 'Earth Spirit', 'Omniknight']","<span class=""team__title-label"">Победа</span>",,39 : 26
T1 vs Tundra Esports,2.97-1.41,3.10(1.85)4.05,-,21 Августа 21:40 2021,ESL One Fall 2021,T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']",Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']","['Lycan', 'Abaddon', 'Gyrocopter', 'Winter Wyvern', 'Medusa', 'Sven', 'Lifestealer']","['Templar Assassin', 'Beastmaster', 'Storm Spirit', 'Slark', 'Weaver', 'Faceless Void', 'Anti-Mage']","['Magnus', 'Queen of Pain', 'Windranger', 'Treant Protector', 'Lion']","['Pangolier', 'Wraith King', 'Keeper of the Light', 'Batrider', 'Tidehunter']",,"<span class=""team__title-label"">Победа</span>",11 : 36
T1 vs Tundra Esports,2.97-1.41,3.10(1.85)4.05,-,21 Августа 21:40 2021,ESL One Fall 2021,Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']",T1,"['23savage', 'Karl', 'Kuku', 'Xepher', 'Whitemon']","['Templar Assassin', 'Beastmaster', 'Omniknight', 'Oracle', 'Batrider', 'Ember Spirit', 'Doom']","['Lycan', 'Nyx Assassin', 'Storm Spirit', 'Bloodseeker', 'Faceless Void', 'Wraith King', 'Phantom Lancer']","['Pangolier', 'Weaver', 'Void Spirit', 'Leshrac', 'Tidehunter']","['Slark', 'Death Prophet', 'Ogre Magi', 'Keeper of the Light', 'Clockwerk']","<span class=""team__title-label"">Победа</span>",,40 : 27
Thunder Predator vs Creepwave,2.24-1.67,1.92(2.28)6.50,-,21 Августа 21:30 2021,ESL One Fall 2021,Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']",Creepwave,"['ATF', 'Fishman', '---', 'Crystallis', 'Chuvash']","['Invoker', 'Lycan', 'Abaddon', 'Mars', 'Oracle', 'Lina', 'Naga Siren']","['Io', 'Beastmaster', 'Gyrocopter', 'Slark', 'Night Stalker', 'Ember Spirit', 'Viper']","['Medusa', 'Batrider', 'Venomancer', 'Earth Spirit', 'Omniknight']","['Tidehunter', 'Disruptor', 'Void Spirit', 'Monkey King', 'Rubick']",,"<span class=""team__title-label"">Победа</span>",17 : 43
Thunder Predator vs Creepwave,2.24-1.67,1.92(2.28)6.50,-,21 Августа 21:30 2021,ESL One Fall 2021,Creepwave,"['---', 'Fishman', 'ATF', 'Crystallis', 'Chuvash']",Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']","['Io', 'Beastmaster', 'Lion', 'Weaver', 'Rubick', 'Drow Ranger', 'Bloodseeker']","['Monkey King', 'Invoker', 'Batrider', 'Viper', 'Venomancer', 'Lina', 'Pugna']","['Ember Spirit', 'Winter Wyvern', 'Razor', 'Slark', 'Earthshaker']","['Templar Assassin', 'Leshrac', 'Sand King', 'Dark Willow', 'Tidehunter']",,"<span class=""team__title-label"">Победа</span>",22 : 41
Team Liquid vs SG e-sports,1.75-2.11,1.92(2.20)7.50,-,21 Августа 19:00 2021,ESL One Fall 2021,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Lone Druid', 'Keeper of the Light', 'Razor', 'Batrider', 'Monkey King', 'Enigma', 'Storm Spirit']","['Broodmother', 'Io', 'Kunkka', 'Invoker', 'Enchantress', 'Lina', 'Puck']","['Sven', 'Pangolier', 'Timbersaw', 'Windranger', 'Omniknight']","['Ursa', 'Lycan', 'Leshrac', 'Earth Spirit', 'Chen']","<span class=""team__title-label"">Победа</span>",,39 : 22
Team Liquid vs SG e-sports,1.75-2.11,1.92(2.20)7.50,-,21 Августа 19:00 2021,ESL One Fall 2021,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Lone Druid', 'Chen', 'Ursa', 'Monkey King', 'Bloodseeker', 'Dark Seer', 'Death Prophet']","['Broodmother', 'Io', 'Faceless Void', 'Lycan', 'Omniknight', 'Invoker', 'Ember Spirit']","['Luna', 'Doom', 'Timbersaw', 'Windranger', 'Abaddon']","['Slark', 'Tiny', 'Void Spirit', 'Lion', 'Keeper of the Light']",,"<span class=""team__title-label"">Победа</span>",10 : 35
Virtus.pro vs Team Spirit,2.56-1.52,1.90(2.40)6.00,-,21 Августа 19:00 2021,ESL One Fall 2021,Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Shadow Demon', 'Magnus', 'Morphling', 'Terrorblade', 'Medusa', 'Mars', 'Dark Seer']","['Nyx Assassin', 'Slark', 'Night Stalker', 'Void Spirit', 'Lion', 'Kunkka', 'Ember Spirit']","['Gyrocopter', 'Templar Assassin', 'Tidehunter', 'Shadow Shaman', 'Omniknight']","['Sven', 'Puck', 'Keeper of the Light', 'Tiny', 'Rubick']","<span class=""team__title-label"">Победа</span>",,15 : 5
Virtus.pro vs Team Spirit,2.56-1.52,1.90(2.40)6.00,-,21 Августа 19:00 2021,ESL One Fall 2021,Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']","['Timbersaw', 'Omniknight', 'Slark', 'Viper', 'Axe', 'Mars', 'Night Stalker']","['Magnus', 'Chen', 'Puck', 'Morphling', 'Drow Ranger', 'Terrorblade', 'Anti-Mage']","['Phantom Assassin', 'Invoker', 'Tidehunter', 'Dark Willow', 'Shadow Demon']","['Medusa', 'Void Spirit', 'Bloodseeker', 'Lion', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",10 : 31
Thunder Predator vs Tundra Esports,1.40-2.99,3.50(1.85)3.50,-,21 Августа 16:50 2021,ESL One Fall 2021,Thunder Predator,"['Mnz', 'Leostyle-', 'Frank', 'MoOz', 'Mjz']",Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']","['Pangolier', 'Keeper of the Light', 'Monkey King', 'Batrider', 'Ember Spirit', 'Dark Seer', 'Beastmaster']","['Io', 'Chen', 'Sven', 'Slark', 'Phantom Lancer', 'Weaver', 'Luna']","['Terrorblade', 'Kunkka', 'Broodmother', 'Rubick', 'Mars']","['Omniknight', 'Gyrocopter', 'Void Spirit', 'Lycan', 'Earthshaker']",,"<span class=""team__title-label"">Победа</span>",8 : 20
